Name,Stream,Career_Path,Skills,Internship_Field,Courses_Completed,Industry,Salary_INR,Experience_Years,Current_Level,Previous_Role,Location,Certifications,Employment_Type,Remote_or_Onsite
Ivan Scott,Medicine & Healthcare,Biomedical Scientist,"Molecular Biology, Lab Research",Biomedical Scientist,Udemy,Research,1928666,10,Senior,Research Assistant,Bangalore,Google Analytics,Full-Time,Remote
Barbara White,Medicine & Healthcare,Biomedical Scientist,"Molecular Biology, Lab Research",Biomedical Scientist,LinkedIn Learning,Education,2267648,17,Intern,Research Assistant,Delhi,Google Analytics,Contract,Onsite
Sherry Brady,Medicine & Healthcare,Biomedical Scientist,"Molecular Biology, Lab Research",Biomedical Scientist,LinkedIn Learning,Marine,1773557,0,Senior,Student,Coimbatore,Google Analytics,Freelance,Hybrid
Michael Kane,Medicine & Healthcare,Biomedical Scientist,"Molecular Biology, Lab Research",Biomedical Scientist,Coursera,Education,2101487,6,Mid-Level,Student,Mumbai,Cisco,Full-Time,Remote
Antonio Carey,Medicine & Healthcare,Biomedical Scientist,"Molecular Biology, Lab Research",Biomedical Scientist,LinkedIn Learning,Defense,757707,5,Senior,Research Assistant,Pune,AWS,Full-Time,Remote
Charles King,Medicine & Healthcare,Biomedical Scientist,"Molecular Biology, Lab Research",Biomedical Scientist,LinkedIn Learning,Energy,2249605,7,Junior,Research Assistant,Bangalore,AWS,Full-Time,Remote
Michele White,Medicine & Healthcare,Biomedical Scientist,"Molecular Biology, Lab Research",Biomedical Scientist,edX,Research,445440,10,Junior,Trainee,Chennai,Cisco,Contract,Hybrid
Leslie Gonzales,Medicine & Healthcare,Biomedical Scientist,"Molecular Biology, Lab Research",Biomedical Scientist,LinkedIn Learning,Biotech,1398886,1,Senior,Junior Associate,Hyderabad,AWS,Full-Time,Remote
Maria Robinson,Medicine & Healthcare,Biomedical Scientist,"Molecular Biology, Lab Research",Biomedical Scientist,Coursera,Healthcare,1926624,13,Senior,Student,Coimbatore,Cisco,Internship,Hybrid
Clayton Hammond MD,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,LinkedIn Learning,Defense,2637391,4,Intern,Trainee,Bangalore,Biomedical Certification,Contract,Remote
Monica Foley,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,Udemy,Marine,2318702,13,Intern,Junior Associate,Coimbatore,Biomedical Certification,Internship,Hybrid
Daniel Collins,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,edX,Education,2545606,8,Mid-Level,Student,Coimbatore,Lean Six Sigma,Freelance,Hybrid
Barbara Morgan,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,Coursera,Research,2478280,13,Mid-Level,Research Assistant,Bangalore,AWS,Freelance,Onsite
Kylie Smith,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,NPTEL,Marine,3169714,5,Senior,Student,Mumbai,Lean Six Sigma,Internship,Remote
Rebecca Bennett,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,Coursera,Education,1424759,1,Intern,Junior Associate,Mumbai,AWS,Contract,Onsite
Mr. Keith Taylor,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,edX,Research,2787741,2,Intern,Student,Hyderabad,Lean Six Sigma,Internship,Remote
Natalie Jackson,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,Udemy,Defense,1427266,6,Senior,Trainee,Coimbatore,Lean Six Sigma,Freelance,Hybrid
Mary Greene,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,edX,Energy,900293,11,Mid-Level,Junior Associate,Mumbai,Lean Six Sigma,Internship,Onsite
Kathleen Ross,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,edX,Research,2771917,18,Mid-Level,Student,Bangalore,Lean Six Sigma,Internship,Hybrid
Kelly Harrison,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,Udemy,Defense,1782535,1,Mid-Level,Student,Bangalore,Biomedical Certification,Full-Time,Hybrid
Brian Kennedy,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,LinkedIn Learning,Energy,710459,3,Intern,Research Assistant,Pune,AWS,Internship,Onsite
Amy Miller,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,LinkedIn Learning,Education,2690139,9,Intern,Trainee,Bangalore,AWS,Full-Time,Remote
Kimberly Chambers,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,LinkedIn Learning,Healthcare,1472641,1,Junior,Junior Associate,Bangalore,AWS,Freelance,Hybrid
Melinda Doyle,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,NPTEL,Energy,524861,0,Intern,Junior Associate,Bangalore,Cisco,Full-Time,Onsite
Robert Waters,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,NPTEL,Healthcare,2559088,14,Mid-Level,Research Assistant,Pune,AWS,Contract,Onsite
Shawn Edwards,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,edX,Research,2639391,2,Intern,Research Assistant,Mumbai,Lean Six Sigma,Freelance,Hybrid
Anna Hinton,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,Coursera,Education,3324118,8,Senior,Student,Delhi,Lean Six Sigma,Internship,Onsite
James Cooper,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,Coursera,Education,2815256,10,Junior,Trainee,Chennai,Cisco,Full-Time,Onsite
Benjamin Nguyen,Medicine & Healthcare,Physiotherapist,"Rehabilitation, Sports Therapy",Physiotherapist,Coursera,Defense,1285114,17,Junior,Junior Associate,Pune,AWS,Internship,Remote
Michael Sawyer,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,Udemy,Marine,1064449,5,Junior,Research Assistant,Coimbatore,Google Analytics,Contract,Remote
Thomas Nguyen,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,Udemy,Biotech,3135781,18,Mid-Level,Junior Associate,Delhi,Google Analytics,Freelance,Hybrid
Cheryl Barton,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,NPTEL,Healthcare,3231940,0,Junior,Student,Coimbatore,Biomedical Certification,Contract,Remote
Amy Nguyen,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,Udemy,Research,1647133,2,Junior,Trainee,Hyderabad,Google Analytics,Internship,Onsite
Pamela Bender,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,Coursera,Defense,2894011,8,Mid-Level,Research Assistant,Hyderabad,AWS,Internship,Hybrid
Kimberly Ramirez,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,Coursera,Healthcare,384055,15,Intern,Trainee,Pune,Lean Six Sigma,Freelance,Hybrid
Thomas Warren,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,Coursera,Healthcare,2974369,2,Senior,Trainee,Pune,Biomedical Certification,Full-Time,Onsite
Jennifer Goodwin,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,Udemy,Energy,2749308,14,Intern,Junior Associate,Hyderabad,AWS,Freelance,Onsite
Stephen Conrad,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,LinkedIn Learning,Defense,877007,17,Intern,Junior Associate,Bangalore,AWS,Freelance,Onsite
Kathryn Anderson,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,Udemy,Biotech,358425,9,Junior,Student,Chennai,Lean Six Sigma,Freelance,Hybrid
Brian Acosta,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,Coursera,Marine,2864057,3,Intern,Student,Chennai,Lean Six Sigma,Contract,Remote
Connor Johnson,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,NPTEL,Marine,2523716,4,Senior,Junior Associate,Pune,Biomedical Certification,Internship,Remote
Arthur Sanchez,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,edX,Research,2811449,3,Intern,Trainee,Mumbai,Cisco,Freelance,Hybrid
George Reed V,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,NPTEL,Marine,1728416,9,Junior,Junior Associate,Coimbatore,Biomedical Certification,Freelance,Onsite
Tiffany Walker,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,edX,Marine,2492160,9,Senior,Trainee,Bangalore,Biomedical Certification,Freelance,Remote
Timothy Franco,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,edX,Biotech,2967451,13,Senior,Junior Associate,Hyderabad,Google Analytics,Internship,Onsite
Joy Mcconnell,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,edX,Research,2874370,3,Mid-Level,Junior Associate,Chennai,Lean Six Sigma,Internship,Hybrid
Holly Knox,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,NPTEL,Education,2012516,18,Senior,Trainee,Chennai,Biomedical Certification,Internship,Hybrid
Christopher Hall,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,LinkedIn Learning,Research,2926055,2,Mid-Level,Junior Associate,Chennai,Cisco,Internship,Remote
Danielle Ortiz,Medicine & Healthcare,Public Health Specialist,"Epidemiology, Healthcare Analytics",Public Health Specialist,NPTEL,Defense,509325,6,Intern,Trainee,Delhi,Google Analytics,Full-Time,Onsite
Joseph Baker,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,LinkedIn Learning,Defense,2452062,7,Mid-Level,Trainee,Coimbatore,Biomedical Certification,Freelance,Onsite
Michael Summers,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,edX,Defense,1353187,18,Intern,Junior Associate,Delhi,Cisco,Contract,Hybrid
Joseph Payne,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,edX,Education,1638921,16,Mid-Level,Student,Delhi,AWS,Internship,Onsite
Felicia Fisher,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,NPTEL,Biotech,3252902,5,Mid-Level,Research Assistant,Pune,Biomedical Certification,Contract,Onsite
Emily Buck,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,edX,Energy,579833,16,Mid-Level,Junior Associate,Delhi,Biomedical Certification,Contract,Onsite
Rachel Wise,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,Udemy,Research,2826445,11,Junior,Trainee,Coimbatore,Biomedical Certification,Full-Time,Hybrid
Linda Johnson,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,LinkedIn Learning,Biotech,2663766,18,Intern,Research Assistant,Mumbai,AWS,Internship,Hybrid
William Castro,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,LinkedIn Learning,Marine,1946400,1,Intern,Research Assistant,Coimbatore,Cisco,Internship,Remote
John Goodwin,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,LinkedIn Learning,Biotech,2651586,12,Intern,Junior Associate,Delhi,Lean Six Sigma,Freelance,Onsite
Jonathan Martin,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,edX,Healthcare,1977811,14,Intern,Junior Associate,Mumbai,Biomedical Certification,Full-Time,Onsite
Susan Schmidt,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,Udemy,Marine,3365281,8,Junior,Research Assistant,Delhi,Cisco,Freelance,Remote
Kimberly Brown,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,LinkedIn Learning,Education,1366089,1,Senior,Research Assistant,Chennai,Biomedical Certification,Contract,Hybrid
Jennifer Martin,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,Coursera,Biotech,2806407,15,Junior,Student,Chennai,Biomedical Certification,Contract,Remote
Michael Castillo,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,LinkedIn Learning,Marine,3342895,15,Intern,Student,Coimbatore,AWS,Full-Time,Onsite
Erika Franklin,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,LinkedIn Learning,Marine,380168,10,Intern,Student,Pune,Cisco,Full-Time,Onsite
Todd Woodward,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,LinkedIn Learning,Research,624873,11,Senior,Student,Chennai,Biomedical Certification,Internship,Hybrid
Patricia Hernandez,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,Udemy,Biotech,3431192,8,Junior,Research Assistant,Hyderabad,AWS,Contract,Onsite
Jennifer Lewis,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,LinkedIn Learning,Biotech,1863638,11,Intern,Student,Pune,AWS,Internship,Remote
Eric Allen,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,Coursera,Healthcare,2039781,15,Intern,Research Assistant,Chennai,Cisco,Full-Time,Onsite
Heather Alvarez,Medicine & Healthcare,Clinical Research Associate,"Clinical Trials, Documentation",Clinical Research Associate,edX,Energy,3471339,9,Junior,Junior Associate,Bangalore,Cisco,Freelance,Onsite
Lori Banks,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,NPTEL,Biotech,1924211,17,Mid-Level,Trainee,Bangalore,AWS,Internship,Onsite
Gerald Chang,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,Coursera,Education,2922206,4,Intern,Student,Hyderabad,Cisco,Contract,Remote
Don Armstrong,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,Udemy,Education,2972597,9,Senior,Research Assistant,Delhi,Lean Six Sigma,Internship,Onsite
Mr. Kelly Porter DDS,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,LinkedIn Learning,Defense,2831849,16,Senior,Junior Associate,Pune,Cisco,Full-Time,Hybrid
Stacie Costa,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,Coursera,Research,3372880,11,Intern,Junior Associate,Hyderabad,Lean Six Sigma,Internship,Remote
Samuel Jones,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,LinkedIn Learning,Research,1836445,13,Junior,Research Assistant,Hyderabad,Cisco,Freelance,Remote
Jeffrey Lowe,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,Udemy,Biotech,2785594,2,Intern,Student,Bangalore,Biomedical Certification,Full-Time,Remote
Heidi Flowers,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,NPTEL,Defense,2511192,5,Junior,Junior Associate,Hyderabad,AWS,Full-Time,Remote
Mark Friedman,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,Udemy,Education,2140226,6,Senior,Research Assistant,Pune,Google Analytics,Internship,Onsite
Brooke Crawford,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,NPTEL,Healthcare,1125915,8,Junior,Trainee,Bangalore,Cisco,Internship,Remote
David Schneider,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,Coursera,Marine,2534817,14,Senior,Junior Associate,Chennai,Google Analytics,Contract,Remote
Jesse Duncan,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,LinkedIn Learning,Research,3171521,3,Intern,Trainee,Hyderabad,Biomedical Certification,Contract,Hybrid
Jessica Jackson,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,Udemy,Defense,939575,5,Junior,Research Assistant,Coimbatore,Cisco,Freelance,Onsite
Samuel Barnett,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,Coursera,Defense,2822949,12,Mid-Level,Junior Associate,Coimbatore,Google Analytics,Full-Time,Onsite
Hailey Berry,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,edX,Marine,1040455,4,Senior,Trainee,Pune,Cisco,Full-Time,Onsite
Kyle Carney,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,Udemy,Defense,621113,9,Senior,Student,Coimbatore,AWS,Full-Time,Onsite
Rebecca Bullock,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,LinkedIn Learning,Healthcare,829317,18,Junior,Trainee,Mumbai,Biomedical Certification,Freelance,Remote
Erica Reed,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,Coursera,Marine,3177386,18,Mid-Level,Student,Chennai,Lean Six Sigma,Full-Time,Remote
Tony Brown,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,edX,Defense,836185,14,Mid-Level,Research Assistant,Mumbai,Biomedical Certification,Full-Time,Remote
Samuel Cox,Medicine & Healthcare,Microbiologist,"Bacterial Culture, Pathology",Microbiologist,Udemy,Research,2363768,13,Senior,Student,Hyderabad,Google Analytics,Full-Time,Remote
Brian Stewart,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,LinkedIn Learning,Biotech,2881768,4,Junior,Student,Bangalore,Lean Six Sigma,Internship,Hybrid
Michelle Rice,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,Coursera,Marine,1471904,12,Senior,Research Assistant,Coimbatore,AWS,Internship,Remote
Jeanette Gomez,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,LinkedIn Learning,Biotech,3192100,9,Intern,Trainee,Coimbatore,Cisco,Internship,Remote
Amy Patterson,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,NPTEL,Energy,902181,16,Intern,Trainee,Mumbai,Cisco,Internship,Hybrid
Douglas Smith,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,NPTEL,Energy,2149826,8,Mid-Level,Student,Chennai,Cisco,Internship,Remote
Sarah Davis,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,LinkedIn Learning,Healthcare,2890586,4,Senior,Student,Delhi,Google Analytics,Full-Time,Remote
Sarah Weaver,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,Udemy,Defense,385077,18,Junior,Research Assistant,Mumbai,AWS,Internship,Onsite
Rebecca Wright,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,LinkedIn Learning,Biotech,946910,1,Senior,Student,Hyderabad,AWS,Internship,Remote
Lori Jordan,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,NPTEL,Defense,3150763,1,Junior,Research Assistant,Bangalore,Google Analytics,Internship,Hybrid
Meghan Hawkins,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,edX,Biotech,583457,5,Junior,Student,Pune,Lean Six Sigma,Full-Time,Onsite
Marcus Willis,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,edX,Energy,1075768,14,Intern,Trainee,Bangalore,Google Analytics,Full-Time,Hybrid
Mrs. Elizabeth Guerrero,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,edX,Energy,2622957,12,Mid-Level,Trainee,Mumbai,Cisco,Full-Time,Onsite
Laura Simmons,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,edX,Healthcare,3214154,9,Junior,Research Assistant,Coimbatore,Biomedical Certification,Full-Time,Onsite
Kevin Turner,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,LinkedIn Learning,Marine,3347196,17,Intern,Trainee,Hyderabad,Google Analytics,Freelance,Hybrid
Desiree Barker,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,Coursera,Marine,2506913,1,Senior,Trainee,Chennai,Cisco,Internship,Hybrid
Jennifer Lopez,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,LinkedIn Learning,Biotech,2891256,6,Intern,Research Assistant,Bangalore,Google Analytics,Internship,Remote
Alicia Long,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,NPTEL,Biotech,3019670,6,Mid-Level,Trainee,Delhi,Google Analytics,Freelance,Onsite
Edward Cobb,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,NPTEL,Healthcare,2358742,14,Senior,Trainee,Delhi,Biomedical Certification,Freelance,Remote
Patricia Martinez,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,Coursera,Biotech,983317,13,Senior,Trainee,Bangalore,Biomedical Certification,Internship,Onsite
George Thornton,Medicine & Healthcare,Forensic Pathologist,"Autopsy, Toxicology",Forensic Pathologist,LinkedIn Learning,Defense,2144336,4,Senior,Junior Associate,Mumbai,Lean Six Sigma,Contract,Onsite
Victor Harper,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,LinkedIn Learning,Energy,2031018,18,Intern,Student,Mumbai,AWS,Freelance,Onsite
Shane Watts,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,edX,Biotech,902134,18,Intern,Trainee,Delhi,Google Analytics,Internship,Hybrid
Michelle Osborne,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,LinkedIn Learning,Healthcare,1776313,1,Mid-Level,Research Assistant,Mumbai,Google Analytics,Contract,Hybrid
Sylvia Wood,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,Udemy,Healthcare,3247880,6,Mid-Level,Junior Associate,Coimbatore,Biomedical Certification,Freelance,Hybrid
Sean Cline,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,Udemy,Defense,2601033,16,Junior,Research Assistant,Bangalore,Lean Six Sigma,Freelance,Hybrid
Krista Gordon,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,NPTEL,Biotech,1304431,6,Intern,Student,Delhi,Biomedical Certification,Contract,Hybrid
Andre Green,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,LinkedIn Learning,Biotech,956326,9,Mid-Level,Research Assistant,Delhi,Biomedical Certification,Internship,Remote
Mary Hall,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,NPTEL,Biotech,1229757,1,Mid-Level,Trainee,Chennai,AWS,Freelance,Remote
Melanie Williams,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,LinkedIn Learning,Marine,2464008,10,Junior,Junior Associate,Mumbai,Lean Six Sigma,Full-Time,Onsite
Michael Brown,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,Udemy,Defense,3076381,2,Junior,Trainee,Chennai,Lean Six Sigma,Full-Time,Hybrid
Mr. Jesus Wilcox,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,edX,Biotech,2081661,7,Intern,Student,Mumbai,Google Analytics,Internship,Hybrid
Andrew Williams,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,edX,Energy,1241932,5,Intern,Junior Associate,Coimbatore,AWS,Internship,Remote
Amber Rios,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,Udemy,Defense,1784134,16,Mid-Level,Research Assistant,Hyderabad,Lean Six Sigma,Freelance,Hybrid
Amber Perkins,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,Udemy,Healthcare,2058394,0,Senior,Student,Mumbai,AWS,Internship,Hybrid
Jack Brown,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,edX,Marine,2608740,18,Mid-Level,Research Assistant,Mumbai,Google Analytics,Internship,Hybrid
Dean Gallagher,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,edX,Biotech,1788849,16,Junior,Junior Associate,Hyderabad,Cisco,Freelance,Onsite
Cassandra Moore,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,Coursera,Biotech,2410662,13,Junior,Research Assistant,Coimbatore,Lean Six Sigma,Contract,Hybrid
Charles Santana,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,Coursera,Healthcare,2829337,3,Junior,Research Assistant,Mumbai,Biomedical Certification,Freelance,Hybrid
James Rogers,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,NPTEL,Energy,1559910,16,Mid-Level,Trainee,Chennai,AWS,Contract,Hybrid
Colin Cain,Biology,Marine Biologist,"Ocean Ecology, Marine Conservation",Marine Biologist,Coursera,Defense,3355932,13,Intern,Research Assistant,Bangalore,Cisco,Contract,Hybrid
Grace Franco,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,Udemy,Education,1945996,16,Senior,Junior Associate,Bangalore,Biomedical Certification,Internship,Remote
Ashley Smith,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,edX,Healthcare,1098001,5,Intern,Trainee,Mumbai,Biomedical Certification,Internship,Remote
Alison Johnson,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,Udemy,Healthcare,1751963,14,Intern,Student,Pune,Cisco,Full-Time,Hybrid
Allen Welch,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,LinkedIn Learning,Energy,1901782,2,Intern,Trainee,Chennai,Google Analytics,Internship,Remote
Matthew Acosta,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,Coursera,Marine,1097356,7,Junior,Research Assistant,Pune,Cisco,Freelance,Hybrid
Lynn Richard,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,Udemy,Education,3232102,9,Junior,Trainee,Hyderabad,AWS,Internship,Onsite
Thomas Moore,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,Udemy,Biotech,3306561,0,Junior,Research Assistant,Delhi,Biomedical Certification,Full-Time,Hybrid
Alex Mason,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,Coursera,Marine,662723,11,Senior,Trainee,Delhi,AWS,Internship,Hybrid
Lee Lee,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,NPTEL,Energy,2050953,6,Junior,Student,Pune,Lean Six Sigma,Full-Time,Remote
Brandy Ramirez,Biology,Biotechnologist,"Bioprocessing, DNA Engineering",Biotechnologist,NPTEL,Energy,718550,10,Junior,Junior Associate,Delhi,Lean Six Sigma,Contract,Hybrid
